,id,date,tweet
13818,1341006203275669505,2020-12-21 13:02:48,@teslaownerssv Indeed
13843,1339467887581519872,2020-12-17 07:10:05,"@teslaownerssv @astonmartin @Tesla He was indeed quite grumpy, but we did not actually know what we were doing, so he had a point"
13844,1339463726286729216,2020-12-17 06:53:33,"@teslaownerssv It will get absurdly good. Tesla AI/Autopilot engineering is awesome! There’s some great AI out there, but can it self-drive while playing Cyberpunk … ?"
13855,1339000536960524288,2020-12-16 00:13:00,"@truth_tesla @Tesmanian_com Perhaps slightly more confident, but it’s essential to view this as output vs time. As with all manufacturing, especially new technology, output will follow an S-curve. Very slow at first, but increasing exponentially, then linear, then logarithmic."
13929,1331835831720554497,2020-11-26 05:43:01,@teslaownerssv @JohnEG78 @TeslaChillMode @UNPLGD3 @MFrunker @ccteslaclub Hopefully next month
13930,1331835311803015168,2020-11-26 05:40:57,"@JohnEG78 @TeslaChillMode @UNPLGD3 @MFrunker @ccteslaclub Ok. Overall air suspension height &amp; damping algorithm is getting a lot of attention. Will be linked to FSD, so acts automatically."
13956,1330261477798907904,2020-11-21 21:27:06,@JohnnaCrider1 @teslaownerssv @28delayslater Sure
13994,1329443580398678018,2020-11-19 15:17:04,"@tweetmenima @teslaownerssv If next week’s release looks good, we will widen beta"
13995,1329442832596291585,2020-11-19 15:14:05,"@justpaulinelol @teslaownerssv Unfortunately, there are too many rules around liquor distribution, even in the US. However, we will be selling the lightning bottle &amp; shot glasses worldwide."
13996,1329442069488824329,2020-11-19 15:11:03,"@teslaownerssv Next week’s release is special. Lot of fundamental improvements, both important bug fixes &amp; entire new areas of functionality."
14007,1329103547397496834,2020-11-18 16:45:53,"@teslaownerssv @AstroJordy @flcnhvy No, just a mild cold. Same with my bro. Def had cov2 though. Pc&lt;20 means viral load of &gt;10 million per mL."
14073,1327750522489638912,2020-11-14 23:09:27,"@teslaownerssv Cool, but please be super cautious. Expect two steps forward, one back. Lot of new code was merged."
14133,1325825307824189441,2020-11-09 15:39:20,@teslaownerssv @Tesla Thanks to a lot of great Autopilot/AI hardware &amp; software engineers at Tesla!
14143,1325450416562208768,2020-11-08 14:49:39,@reganlovetesla @RenataKonkoly @SpaceNews_Inc Enough already on my plate &amp; Tesla’s. Maybe one day will do a prototype. Those are relatively easy. Volume production with high reliability &amp; low cost &amp; passing all regulations is 100X harder.
14200,1322435853348671488,2020-10-31 07:10:51,@teslaownersSV @Kristennetten @TesLatino Every 5 to 10 days
14201,1322435476280758272,2020-10-31 07:09:21,"@Kristennetten @teslaownersSV @TesLatino Faults will never be zero, but at some point the probability of a fault will be far lower than that of the average human"
14202,1322433989261611009,2020-10-31 07:03:27,"@teslaownersSV @TesLatino We measure this primarily in intervention probability. This update addressed several issues, resulting in perhaps ~1/3 fewer interventions. Many of the improvements consist of fixing silly bugs vs grand eureka moments. True for most beta releases in my experience."
14205,1322426033967190016,2020-10-31 06:31:50,@teslaownersSV This build should be noticeably better with interventions
14206,1322342760343461888,2020-10-31 01:00:56,@RationalEtienne @teslaownersSV @toadmeister Yes
14207,1322338101654511617,2020-10-31 00:42:25,"@teslaownersSV @toadmeister I’ve spent more than half my life in California &amp; love the state. But, frankly, I think CA has the winning-for-too-long problem.   Like a sports team with many championships, it is increasingly difficult to avoid complacency &amp; a sense of entitlement."
14253,1319873836418879488,2020-10-24 05:30:19,"@EliBurton_ @teslaownersSV Sure, it could be an option in settings"
14254,1319873290207326208,2020-10-24 05:28:09,@teslaownersSV Visualization will tone down significantly for production. These are intentionally strident colors.
14269,1319159425995857921,2020-10-22 06:11:30,"@TeslaGong @PPathole @teslaownersSV @tesla_raj As soon as we complete testing &amp; regulators approve. So many different traffic signs, rules &amp; languages around world, not to mention driving on left side of road! Also, a long &amp; challenging road lies ahead getting to high 9’s reliability (way beyond human)."
14270,1319157876150161408,2020-10-22 06:05:21,@PPathole @teslaownersSV @tesla_raj Yes
14271,1319141246355517440,2020-10-22 04:59:16,@teslaownersSV @tesla_raj Haha
14298,1317008535075528704,2020-10-16 07:44:38,@bamtheteslaman1 @cleantechnica Doesn’t seem to be any life in this solar system. Maybe under the ice of Europa or extremophile bacteria below the surface of Mars. Worth reading:  https://t.co/ym0d53HgyS
14301,1316837174457896961,2020-10-15 20:23:42,@Kristennetten @teslaownersSV You never know
14307,1316454693489516545,2020-10-14 19:03:52,"@teslaownersSV Starting production on 7 seater next month, initial deliveries early December"
14325,1315890608901292033,2020-10-13 05:42:23,@teslaownersSV I have Goosebumps 2 merch. Not sure how tbh.
14326,1315889826164400128,2020-10-13 05:39:17,@teslaownersSV HG2G
14327,1315889517161709570,2020-10-13 05:38:03,@teslaownersSV LotR
14344,1315520826892935169,2020-10-12 05:13:00,@OhioTesla @JenDunlap_ @Tesla @CARandDRIVER @teslaownersSV @Teslarati @ElectrekCo Glad Jen is safe!
14359,1315067166916448256,2020-10-10 23:10:20,@teslaownersSV @Erdayastronaut Probably
14400,1313874241134063616,2020-10-07 16:10:04,@tesladri @ChananBos @raytech247 @WholeMarsBlog The crash absorption rails can be cut off &amp; replaced with a bolted part for collision repair
14402,1313872435821899776,2020-10-07 16:02:53,"@flcnhvy @teslaownersSV @raytech247 @WholeMarsBlog That would be like licensing Battlestar Galactica. Actually building continuously evolving gargantuan factories is the hard part. Lots of people who worked at Tesla Gigafactories now work at competitors, but none of those companies have made one."
14403,1313869845570768896,2020-10-07 15:52:36,"@teslaownersSV @raytech247 @WholeMarsBlog Yes, the Gigafactory is the hardest &amp; most critical product"
14430,1313259022942957568,2020-10-05 23:25:24,@teslaownersSV FSD will solve these issues
14439,1313210059078459397,2020-10-05 20:10:51,"@SamTalksTesla @teslaownersSV @PPathole @RationalEtienne @stevenmarkryan @Kristennetten @WholeMarsBlog Pretty wild, considering that Exxon was the most valuable company in the word when we went public 10 years ago"
14443,1312591262747299841,2020-10-04 03:11:58,@Model3teslaJ Coming soon
14446,1312253928667410432,2020-10-03 04:51:31,@teslaownersSV @SpaceX Vector-space bird’s eye view coming with FSD
14472,1311748941097185281,2020-10-01 19:24:53,@somi_teslagirl @Model3Owners @FutureJurvetson @CFS_energy @CUP_Plasma @MIT The new heat pump in Model Y is what really makes the difference in cold weather
14488,1310486616075579393,2020-09-28 07:48:51,"@teslavibes That’s total market, not all Tesla. We do see Tesla reaching 20M vehicles/year probably before 2030, but that requires consistently excellent execution."
14497,1309998185725657088,2020-09-26 23:28:00,"@TeslaGong @DrSallyL @sydney_ev @_TeslaTom @TeslaStraya @outbacktesla @ev_outback @Michael01996367 @cvanderstock @teslaownersau @AhillfromOZ @rjo71342 @EVHQ2 @michadru29 @DunkenKBliths If it passes Australian regulations, then sure"
14554,1308547580368883713,2020-09-22 23:23:49,@teslaownersSV cgi irl
14568,1307829289719660544,2020-09-20 23:49:35,@teslaownersSV @jgrano305 @soumiksf @ID_AA_Carmack Ok
14583,1307364538631811073,2020-09-19 17:02:50,@teslaownersSV @Model3Owners @TrungTPhan Felt I had done enough on the Internet (Zip2 &amp; PayPal) that my work would be useful to others. Needed to get going on accelerating sustainable energy &amp; making life multiplanetary.
14603,1306140747066826753,2020-09-16 07:59:55,@tesladri @ID_AA_Carmack @lexfridman Should be happening soon
14620,1305668355764809732,2020-09-15 00:42:48,@teslavibes Couldn’t agree more — major software improvements are already in place to extend its life &amp; more coming
14690,1300608733135937539,2020-09-01 01:37:40,@teslaownersSV @justpaulinelol  https://t.co/0CKVHrmtf1
14691,1300608501048373248,2020-09-01 01:36:45,@teslaownersSV @justpaulinelol  https://t.co/QoBVXGQ8Fz
14692,1300608272593047555,2020-09-01 01:35:50,"@teslaownersSV @justpaulinelol Sorry, sir I think I have momentinertiaphobia"
14705,1300104995476574211,2020-08-30 16:16:00,"@teslaownersSV @justpaulinelol Yeah, he sent it to me through a mutual physics prof friend at Caltech/CERN. Very basic stuff.  https://t.co/CI2DZEGjcB"
14773,1298025943609380864,2020-08-24 22:34:35,@tesla_addicted @Erdayastronaut No &amp; not possible at this scale
14876,1294727006383247360,2020-08-15 20:05:47,"@teslaownersSV @PPathole @ICannot_Enough @flcnhvy @Tesla A lot of work remains. Technically, we have it working in sim with FPGAs at ~0.01% capability. This will be a true supercomputer."
14881,1294722072262795264,2020-08-15 19:46:11,@teslaownersSV Ok
14889,1294377927392411648,2020-08-14 20:58:40,@flcnhvy @teslaownersSV Exactly
14890,1294377824355094528,2020-08-14 20:58:16,"@Kristennetten @teslaownersSV @Erdayastronaut Also definitely coming haha. Will only be on relatively recent cars, as we didn’t have an outside speaker until about a year ago. Can change inside sound easily."
14891,1294377367075344384,2020-08-14 20:56:27,"@vicentes @teslaownersSV @Erdayastronaut Sorry, this is embarrassingly late. Two factor authentication via sms or authenticator app is going through final validation right now."
14893,1294375897319890944,2020-08-14 20:50:36,"@teslaownersSV @Erdayastronaut Not perfectly at first, but yes. Will take maybe a year or so to get really good at roundabouts worldwide. The world has a zillion weird corner cases."
15076,1287489392374878209,2020-07-26 20:46:06,@flcnhvy @Ghost_TeslaPhx @28delayslater @CrewTesla @jrosinski97 @marc_benton @ray4tesla Yes
15077,1287486123741192194,2020-07-26 20:33:06,@Ghost_TeslaPhx @28delayslater @CrewTesla @jrosinski97 @marc_benton @ray4tesla Not impossible
15079,1287207010581307393,2020-07-26 02:04:01,@teslaownersSV @PPathole @maureendowd Ring of Fire  https://t.co/gSJ3Np4CAP
15080,1287206406509285381,2020-07-26 02:01:37,@iliketeslas @PJHORNAK @RandyVegetables I know! Congratulations to the people of Bolivia 🇧🇴!!
15089,1286965522559569922,2020-07-25 10:04:25,@teslacn Tesla will add a power lift gate at no cost
15109,1286484865899266054,2020-07-24 02:14:28,@teslaownersSV @cleantechnica That’s a great idea!
15137,1285812824581660676,2020-07-22 05:44:01,"@teslatrey We need to finish upgrading Autopilot to 4D vs ~2.5D, then it will go up very steep slopes"
15168,1284913082905444352,2020-07-19 18:08:46,@teslaownersSV @stephenpallotta Will discuss on Wed earnings call. Lots to talk about!
15174,1284681228692537345,2020-07-19 02:47:27,"@teslaownersSV @waitbutwhy It’s not really set up for tours, but maybe it should"
15202,1283275808589508608,2020-07-15 05:42:49,@teslaownersSV @Kristennetten Sure
15220,1283110434824876032,2020-07-14 18:45:41,"@teslaownersSV @engineers_feed The strength &amp; perseverance of the people of Tesla, despite facing extreme difficulties"
15222,1283109361036832768,2020-07-14 18:41:25,@EfficiencyLast @jaminwestby @teslaownersSV @jgrano305 @TeslaratiTeam @Teslarati Should do this automatically
15233,1282500077995520002,2020-07-13 02:20:20,@jaminwestby @teslaownersSV @jgrano305 @TeslaratiTeam @Teslarati I think so
15236,1282498919025397760,2020-07-13 02:15:44,@teslaownersSV @jgrano305 @TeslaratiTeam @Teslarati Yes
15278,1281003416970387456,2020-07-08 23:13:09,@vincent13031925 @teslacn @EvaFoxU Tesla China team is awesome!
15293,1279881170864369664,2020-07-05 20:53:44,@RationalEtienne @teslaownersSV @flcnhvy Yeah!
15294,1279880634446393344,2020-07-05 20:51:36,@teslaownersSV @flcnhvy Lord of the Rings
15296,1279880479332679683,2020-07-05 20:50:59,@teslaownersSV @flcnhvy Sure :)
15306,1279845976916676608,2020-07-05 18:33:53,"@spaceguy_24 @teslaownersSV @EvaFoxU @cnunezimages @Tesla Yeah, but first we need to finish Giga Berlin and a second US Giga to serve eastern half of North America"
15338,1279309691353329666,2020-07-04 07:02:53,"@teslaownersSV RWD is slightly more efficient, but dual motor AWD is faster &amp; more agile"
15349,1279239670870597632,2020-07-04 02:24:39,"@WholeMarsBlog @tesla_truth Greenspan is crackers, bananas, barky &amp; ten cards short of a full deck"
15351,1279206222042935296,2020-07-04 00:11:44,@EverydayElon @Barringtonamy @TeslaTested @teslaownersSV @kimbal Interesting
15353,1279203361762533378,2020-07-04 00:00:22,@teslaownersSV @flcnhvy @RationalEtienne @chrish7985 @rlyrlysryDave Coming soon
15354,1279200082810806275,2020-07-03 23:47:20,@EverydayElon @TeslaTested @teslaownersSV @kimbal HCL appears to be effective when used early  https://t.co/d27STax48L
15356,1279195017605767168,2020-07-03 23:27:13,@TeslaTested @teslaownersSV @kimbal There’s that too. Deaths should be broken out as died with vs died of.
15357,1279193495635480576,2020-07-03 23:21:10,@teslaownersSV @kimbal Deaths continue to trend down  https://t.co/FsZNwkvs1H
15405,1278726408966152192,2020-07-02 16:25:08,@truth_tesla @bipulh Lithium is common. Hard part is turning lithium salt or clay into extremely pure LiOH.
15465,1276388132728922112,2020-06-26 05:33:39,"@teslaownersSV Very meta, but yes"
15466,1276387924607553536,2020-06-26 05:32:50,@hentesla True
15472,1276219492591300613,2020-06-25 18:23:32,@blue_bnd @TomAbbotDavies1 @Tesla @thirdrowtesla @teslaownersSV @TeslaPodcast @TeslaOwnersWW @TeslaOwnersUK @Model3Owners Looks pretty cool
15511,1274576548381638657,2020-06-21 05:35:04,@teslaownersSV @BLKMDL3 @jgrano305 @uhaveanygrapes @Flash_Titans All good
15521,1274552873859215361,2020-06-21 04:00:59,@TheGledinator @teslaownersSV @mattie_rogers @aikatchu @Tesla Haha Teslas all the way down
15522,1274552459055165441,2020-06-21 03:59:20,"@teslaownersSV @mattie_rogers @aikatchu @Tesla Maybe, will look into it. We’d need to emulate a TV."
15528,1274523337541193735,2020-06-21 02:03:37,@vincent13031925 @teslacn We are putting a lot of effort into improving the Tesla China experience with local engineering &amp; great feedback from Tesla owners in China!
15535,1274157832225427456,2020-06-20 01:51:14,@flcnhvy @teslaownersSV @Kristennetten @cleantechnica Probably Fremont
15536,1274156709259300864,2020-06-20 01:46:46,"@teslaownersSV @Kristennetten @cleantechnica Probably good to combine them, since they are converging in time. I’m hopeful we can announce a date after the July 4th week."
15547,1273753482869084160,2020-06-18 23:04:30,@teslaownersSV @Teslarati We are considering several options
15567,1272789455728865282,2020-06-16 07:13:48,"@tesla_peter @t0mmyr Actually, we’ve made slight changes, but the range improvement is &gt;90% efficiency"
15701,1265352210013212674,2020-05-26 18:40:50,@SamTalksTesla @RationalEtienne @thirdrowtesla @wholemarslog @28delayslater @vincent13031925 @teslaownersSV Haha true
15810,1261039857620578304,2020-05-14 21:05:05,@teslainventory Thanks for adding!
15816,1260630922153660416,2020-05-13 18:00:07,@RosilesEddie @thirdrowtesla @ACSOSheriffs @GavinNewsom The custom styling some of the team is doing over their masks is really cool!
15825,1260423443377504256,2020-05-13 04:15:41,@teslaownersSV Buca
15832,1260270666374279168,2020-05-12 18:08:36,@thirdrowtesla It’s not often that the Governor of California &amp; the President agree!
15842,1260128770004058113,2020-05-12 08:44:45,@teslaownersSV Much appreciated!
15851,1259939781556887552,2020-05-11 20:13:47,@thirdrowtesla @GavinNewsom Thank you Governor Newsom!
15854,1259892983547101186,2020-05-11 17:07:49,@thirdrowtesla @LorenaSGonzalez Interesting
15855,1259891389787037701,2020-05-11 17:01:29,"@thirdrowtesla Yes, this is insane"
15857,1259741084705423360,2020-05-11 07:04:14,@thirdrowtesla Good summary
15867,1259636269555937280,2020-05-11 00:07:44,@thirdrowtesla This thread summarizes situation perfectly
15877,1259323855371296768,2020-05-10 03:26:18,@teslaownersSV @mayemusk @Grimezsz @christianamusk q t 3.14
15882,1259261146009178112,2020-05-09 23:17:07,"@thirdrowtesla @Tesla @AlamedaCounty @ACSOSheriffs @Dare2BWell I’m not messing around. Absurd &amp; medically irrational behavior in violation of constitutional civil liberties, moreover by *unelected* county officials with no accountability, needs to stop."
15884,1259221396195950597,2020-05-09 20:39:10,@teslaownersSV @GerberKawasaki @thirdrowtesla @AlamedaCounty Thanks Mayor Mei!  https://t.co/YFJSGd3Emp
15885,1259175681570693120,2020-05-09 17:37:31,@vincent13031925 @GerberKawasaki @thirdrowtesla Absolutely
15886,1259174914562482176,2020-05-09 17:34:28,@teslaownersSV @GerberKawasaki @thirdrowtesla Please voice your disagreement as strongly as possible with @AlamedaCounty
15887,1259174516510453760,2020-05-09 17:32:53,"@TeslaOwnersEBay @GerberKawasaki @thirdrowtesla Yes, already done"
15888,1259174414865719296,2020-05-09 17:32:29,@flcnhvy @GerberKawasaki @thirdrowtesla Yes
15890,1259169882513367040,2020-05-09 17:14:28,@KristiRJensen @EverydayElon @SjvTesla @GerberKawasaki @thirdrowtesla Exactly! Tesla knows far more about what needs to be done to be safe through our Tesla China factory experience than an (unelected) interim junior official in Alameda County.
15891,1259165058426232832,2020-05-09 16:55:18,"@EverydayElon @SjvTesla @GerberKawasaki @thirdrowtesla Absolutely, please do! You should be allowed to recoup damages from the county."
15892,1259163638142660618,2020-05-09 16:49:40,"@SjvTesla @GerberKawasaki @thirdrowtesla San Joaquin County, right next door to Alameda, has been sensible &amp; reasonable, whereas Alameda has been irrational &amp; detached from reality. Our castings foundry and other faculties in San Joaquin have been working 24/7 this entire time with no ill effects. Same with Giga Nevada."
15893,1259162367285317633,2020-05-09 16:44:37,"@GerberKawasaki @thirdrowtesla Frankly, this is the final straw. Tesla will now move its HQ and future programs to Texas/Nevada immediately. If we even retain Fremont manufacturing activity at all, it will be dependen on how Tesla is treated in the future. Tesla is the last carmaker left in CA."
15894,1259159878427267072,2020-05-09 16:34:43,"@GerberKawasaki @thirdrowtesla Tesla is filing a lawsuit against Alameda County immediately. The unelected &amp; ignorant “Interim Health Officer” of Alameda is acting contrary to the Governor, the President, our Constitutional freedoms &amp; just plain common sense!"
15902,1258669984483430400,2020-05-08 08:08:03,@Erdayastronaut @thirdrowtesla @mayemusk Coming soon
15903,1258646604153675778,2020-05-08 06:35:09,"@thirdrowtesla @Erdayastronaut @mayemusk Yes, this is a high priority"
15904,1258646254700990465,2020-05-08 06:33:46,"@Johnnaaaaaaaaaa @Kristennetten @thirdrowtesla @mayemusk Operating on a prime directive of crash avoidance, it could automatically intervene when crash probability is approaching 100%"
15906,1258644775852322816,2020-05-08 06:27:53,@Kristennetten @thirdrowtesla @mayemusk Teslas automatically maintain their internal temperature to within safe limits in case a pet or child is left in the car
15907,1258644084366864385,2020-05-08 06:25:08,@IvanEscobosa @thirdrowtesla @mayemusk That’s harder than it sounds. Will check with team.
15908,1258643642966663169,2020-05-08 06:23:23,@thirdrowtesla @mayemusk Ok
15920,1258522128535580672,2020-05-07 22:20:32,@teslaownersSV @vincent13031925 @joerogan Probably makes sense to have a “Details” section of the app that mirrors everything in the car. Would also allow phone to be used in lieu of car screen if car screen faults for any reason.
15935,1258315243844890624,2020-05-07 08:38:27,"@flcnhvy @thirdrowtesla @YoavOffek Roundabouts no problem, but dodging distracted human drivers very tricky!"
15940,1258306242151211008,2020-05-07 08:02:40,@thirdrowtesla @YoavOffek Turns on city street intersections is the big one
15943,1258195738334343168,2020-05-07 00:43:34,@thirdrowtesla His son sounds great btw
15945,1258185165852995584,2020-05-07 00:01:34,"@thirdrowtesla Tesla &amp; SpaceX are the top two destinations for engineers, because you can have the most fun creating kickass technology! That’s why."
15951,1257938292579815424,2020-05-06 07:40:34,"@28delayslater @PPathole @truth_tesla @flabellina212 @bouncygulag @tmornini @Param86330798 @Grimezsz I mean, this does seem like a time for Dad jokes … 🤣🤣"
15952,1257937446840356865,2020-05-06 07:37:13,@PPathole @truth_tesla @flabellina212 @bouncygulag @tmornini @Param86330798 @Grimezsz Orange you glad it’s not entomology?
15956,1257920958460858368,2020-05-06 06:31:42,@truth_tesla @flabellina212 @bouncygulag @tmornini @Param86330798 @Grimezsz Not to mention  https://t.co/LJJCD7BAgX!
15972,1257797406696996864,2020-05-05 22:20:45,"@teslaownersSV @slashdot Yeah, definitely a future feature"
16005,1257006536523517952,2020-05-03 17:58:07,"@thirdrowtesla Ok, we will"
16016,1256671840971288577,2020-05-02 19:48:09,"@biogirl09 @thirdrowtesla @Grimezsz Rocket Rd, Hawthorne CA 90250"
16017,1256670962524667904,2020-05-02 19:44:39,"@biogirl09 @thirdrowtesla @Grimezsz Sure, thanks :)"
16019,1256669605881208841,2020-05-02 19:39:16,@thirdrowtesla Pretty much
16132,1253903125993439232,2020-04-25 04:26:16,@jgrano305 @thirdrowtesla @cleantechnica Progress is good
16133,1253902750292807680,2020-04-25 04:24:46,@thirdrowtesla @cleantechnica Definitely
16149,1253549057777303552,2020-04-24 04:59:19,@thirdrowtesla Hard to imagine 2030
16150,1253547136416972801,2020-04-24 04:51:41,@thirdrowtesla Seems so long ago
16162,1253373654785720320,2020-04-23 17:22:20,@jgrano305 @teslaownersSV @TOGregTO Will talk with team. We have a lot on our plate!
16163,1253373112202211329,2020-04-23 17:20:11,"@teslaownersSV @TOGregTO Side camera view looks a little weird, as meant for self-driving, but will review with team. Image will need a little post-processing."
16169,1253172750295928833,2020-04-23 04:04:01,@MFrunker @teslaownersSV @CodingMark @JosephVVallace @Kristennetten @thirdrowtesla @Tesla Coming soon
16171,1253171352049266689,2020-04-23 03:58:27,@teslaownersSV @CodingMark @JosephVVallace @Kristennetten @thirdrowtesla @Tesla Yes
16172,1253171145337118721,2020-04-23 03:57:38,"@CodingMark @JosephVVallace @teslaownersSV @Kristennetten @thirdrowtesla @Tesla Yeah, it’s named after my friend Joe who suggested the feature"
16173,1253164036356747264,2020-04-23 03:29:23,@teslaownersSV @Kristennetten @thirdrowtesla @Tesla Maybe just make Joe Mode quieter?
16179,1252987963329388544,2020-04-22 15:49:44,"@TesLatino @flcnhvy @anime_virus @thirdrowtesla @MFrunker @SpaceX It’s made of a special dark foam that’s extremely radio transparent, so as not to affect the phased array antennas. Looks a lot like a car sun visor."
16180,1252986968058802177,2020-04-22 15:45:47,@Erdayastronaut @flcnhvy @anime_virus @thirdrowtesla @MFrunker Solar panel angle during orbit raise / park. We’re fixing it now.
16181,1252986049015549958,2020-04-22 15:42:08,@OwenSparks_ @flcnhvy @anime_virus @thirdrowtesla @MFrunker Yes
16182,1252985884582055944,2020-04-22 15:41:28,@flcnhvy @anime_virus @thirdrowtesla @MFrunker They are in fact being deorbited haha
16187,1252973037382705154,2020-04-22 14:50:25,"@anime_virus @flcnhvy @thirdrowtesla @MFrunker If this launch succeeds, we will have put up 422 satellites …"
16188,1252872826731655173,2020-04-22 08:12:13,@thirdrowtesla @MFrunker Thanks! We are taking some key steps to reduce satellite brightness btw. Should be much less noticeable during orbit raise by changing solar panel angle &amp; all sats get sunshades starting with launch 9.
16189,1252869965851422723,2020-04-22 08:00:51,@thirdrowtesla @MFrunker Makes sense
16204,1252098355062173696,2020-04-20 04:54:45,@batflyer @tobyliiiiiiiiii @Kristennetten @thirdrowtesla @Tesla Yes. It will even float for a while.
16205,1252088646737391617,2020-04-20 04:16:10,"@tobyliiiiiiiiii @Kristennetten @thirdrowtesla @Tesla Yeah, and whole lot more! Aargh, I’m dying to make Cybertruck like yesterday!!"
16206,1252088417753546752,2020-04-20 04:15:16,@teslaownersSV @Kristennetten @thirdrowtesla @Tesla Thinking about this …
16207,1252087986910420992,2020-04-20 04:13:33,@Kristennetten @thirdrowtesla @Tesla This is the key paragraph  https://t.co/zvTWhPVcM4
16211,1251675499375415299,2020-04-19 00:54:28,"@Erdayastronaut @teslaownersSV @NASA SpaceX has a lot of experience berthing &amp; now docking with @Space_Station, which is very difficult. Orbital refilling should in theory be easier, since Starships dock with themselves &amp; will be uncrewed at first."
16212,1251673853459263488,2020-04-19 00:47:56,@RationalEtienne @teslaownersSV @Erdayastronaut Great platform 🤣🤣
16214,1251672139205275649,2020-04-19 00:41:07,"@teslaownersSV @Erdayastronaut Fully reusable orbital rocket, then orbital refilling, then Mars"
16247,1251026409344163840,2020-04-17 05:55:13,"@AngelNDevil2 @S_Padival @fourthrowtesla @TESLAcharts It’s a hard problem, mostly due to esthetics, but it’s the future we should have"
16275,1250665576785047552,2020-04-16 06:01:24,"@teslaownersSV @flcnhvy @dschless @Bob_Wachter A mask or nose “ventilator” with moderately increased oxygen % will help. This is common in hospitals. Intubation, where a tube is jammed down your throat under sedation &amp; you’re fed high pressure, pure oxygen for several days to weeks is questionable."
16309,1249760689410830337,2020-04-13 18:05:42,@thirdrowtesla This will happen
16310,1249614622434275330,2020-04-13 08:25:17,@PPathole @thirdrowtesla We stole that from cheetahs
16311,1249613980823212033,2020-04-13 08:22:44,"@thirdrowtesla In case it’s not already obvious, our product plan is basically stolen from Spaceballs"
16312,1249612849866887170,2020-04-13 08:18:14,"@Sofiaan @thirdrowtesla There’s a lot to talk about just on the battery front, so, yeah, just that. I guess we could answer some powertrain questions in Q&amp;A."
16313,1249611820232409088,2020-04-13 08:14:09,"@thirdrowtesla Just battery day, but it will be great. Plaid powertrain will be later this year."
16323,1249085870130565120,2020-04-11 21:24:12,"@thirdrowtesla Yes, this is a real problem. The science is not in doubt."
16324,1248983648549965825,2020-04-11 14:38:01,@flcnhvy @thirdrowtesla Particulate matter from automotive exhausts has a much more serious impact on health than most people realize
16338,1248340875056422915,2020-04-09 20:03:52,@thirdrowtesla There’s a bit more to it than that
16340,1248144043542032384,2020-04-09 07:01:44,@PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 😮
16341,1248142916918349825,2020-04-09 06:57:15,@chrisamirr @PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 All input is error. When is the fan speed wrong?
16342,1248134534031388673,2020-04-09 06:23:56,@Sofiaan @RationalEtienne @thirdrowtesla @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 Plaid Cybertruck is what I will drive
16343,1248134137900347393,2020-04-09 06:22:22,@PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 I’m not sure whether that number is lucky or unlucky
16344,1248133446058287104,2020-04-09 06:19:37,@bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 Hard to predict dates right now. Most likely postponed to mid May.
16345,1248132730614939653,2020-04-09 06:16:46,@Milostoessel @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 In about a year. Would come from Giga Berlin.
16346,1248132165914824706,2020-04-09 06:14:32,@RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 You may return the vehicle for a full refund in the unlikely event that it causes domestic discord
16349,1248012923185725440,2020-04-08 22:20:42,@master_ov @flcnhvy @thirdrowtesla Good one
16351,1247999439962140672,2020-04-08 21:27:07,@aaronbrighton @teslaownersSV @flcnhvy @thirdrowtesla Ok
16353,1247990514533580800,2020-04-08 20:51:39,@flcnhvy @thirdrowtesla AddLabel -&gt; PersonDressedAsCone
16354,1247716673588588544,2020-04-08 02:43:31,@ajtourville @thirdrowtesla Certainly no problem for a 144 trillion operations per second computer to make ~15 steering/acceleration/braking maneuvers per second. That’s a trillion calculations between each output command.
16355,1247695291739852800,2020-04-08 01:18:33,"@thirdrowtesla Humans drive using 2 cameras on a slow gimbal &amp; are often distracted. A Tesla with 8 cameras, radar, sonar &amp; always being alert can definitely be superhuman."
16358,1247655431373115392,2020-04-07 22:40:09,@thirdrowtesla Fine by me
16361,1247411179569287169,2020-04-07 06:29:35,@rknapp_12 @Tesla @thirdrowtesla Coming soon
16367,1247296769471344640,2020-04-06 22:54:58,@ndrew_lawrence @thirdrowtesla 🤣🤣
